University/College,Ratings,Reviews,Source ,clean_review,Fake_Prediction,sentiment_score,Sentiment
SRCC,4.4,"I have paid a total amount of 33,245 in my 1st year and almost same amount in 2nd year as well. This fees consists of all expenses regarding development, library, sports, Maintanence, security and all. Fees is almost same for GEN, EWS, OBC, I am not sure about fees structure of SC-ST. but fees for a PWBD candidate is significantly very low, I guess below 1000 something, As far As I know. And College provdie a lot of Scholarship opportunities to students of all years including Merit based scholarship, Need based scholarship and full fee concession as well.",Collegedunia,paid total amount st year almost amount nd year well fees consists expenses regarding development library sports maintanence security fees almost gen ews obc sure fees structure scst fees pwbd candidate significantly low guess something far know college provdie lot scholarship opportunities students years including merit based scholarship need based scholarship full fee concession well,Genuine,0.8141,Positive
SVSU Meerut,3.7,"The course was quite comprehensive and relevant. They covered all the fields of life sciences in depth- molecular biology, recombinant DNA technology (RDT), microbiology, biostatistics, instrumentation, and immunology, among others. The combination of both foundational and applied topics was the whole reason I chose the course at SVSU. In terms of preparationfor the real world applications, the curriculum does a great job in building clarity and founding strong concepts. For students aiming to prepare for GATE, NET, and higher research projects to delve into, the syllabus provides a strong foundation. Regarding improvements, the lab work could be more one-on-one rather than a bulk implementation, and more hands-on experience needs to be added to the course in comparison to the theoretical knowledge. Speaking of the examination pattern, it works in semesters, with the first one occurring in December, then around April, and the last one around June-July. Other than that, there are internal tests held bimonthly and project submissions before the examination session.",Collegedunia,course quite comprehensive relevant covered fields life sciences depth molecular biology recombinant dna technology rdt microbiology biostatistics instrumentation immunology among others combination foundational applied topics whole reason chose course svsu terms preparationfor real world applications curriculum great job building clarity founding strong concepts students aiming prepare gate net higher research projects delve syllabus provides strong foundation regarding improvements lab work could oneonone rather bulk implementation handson experience needs added course comparison theoretical knowledge speaking examination pattern works semesters first one occurring december around april last one around junejuly internal tests held bimonthly project submissions examination session,Genuine,0.9516,Positive
Brainware University Kolkata,4.3,"The campus life is very joyful of our campus with around 12000 students. The yearly annual program is full of joy with friends and also including faculty. Techfest like Smart India Hackathon(SIH) Internal Hackathon etc. are conducted by our university. Brainware University has two libraries, one is Central Library and another is Pharmacy Library. These libraries has sufficient ammount of books whichever are needed to our syllabus. Our university also conducts internal and external sports ( like football, cricket, gamming, carrom board, volleyball etc.) both among various departments and announced price for the winner team. Extracurriculum including workshop, National day, etc.",Collegedunia,campus life joyful campus around students yearly annual program full joy friends also including faculty techfest like smart india hackathonsih internal hackathon etc conducted university brainware university two libraries one central library another pharmacy library libraries sufficient ammount books whichever needed syllabus university also conducts internal external sports like football cricket gamming carrom board volleyball etc among various departments announced price winner team extracurriculum including workshop national day etc,Genuine,0.9705,Positive
IIBS Bangalore,4.9,"For my Masters of Business Administration in IIBS ,the total fee for 2 years is 945000 and apart from the tution fee we have to pay for Semester fee for exams of 6000 rs. All the additional cost of fees are included in college tution fee itself. For hostel opting there will be an additional charge of 1.32 L. There is a Scholarship program also included in this based on the entrance exams like CMAT,MAT, XAT, IIBSAT. We also have Merit based scholarship for students during our schooling",Collegedunia,masters business administration iibs total fee years apart tution fee pay semester fee exams rs additional cost fees included college tution fee hostel opting additional charge l scholarship program also included based entrance exams like cmatmat xat iibsat also merit based scholarship students schooling,Genuine,0.5994,Positive
Delhi Metropolitan Education Noida,4.4,"People who are focused on achieving something in life are not too concerned about campus life however its not as if that shouldn't be the case. Campus life is okayish to decent in DME however there are lots of conferences, carnivals and functions organised in the college. DME organises the Aloha Annual Cultural fest around March, Lakshya Annual Sports fest around October, Alumni Meets around February and certain other functions.The books and journals available in the library are diverse with orders placed even more every year for upgrading the intellectual garden. Classrooms are also well equipped with working ACs (which are repaired if working faulty), smartboards and comfortable seating arrangements. The college in the campus itself does not offer sports facilities but that does not hamper the organisation of inter-college or intra-college sports competitions because the same is done in the sister school of DME i.e. Mayoor International School. Or else the students travel to other colleges for the competitions. Most of the clubs in college like Meraki mental health cell, IPR cell, sports cell, cultural cell, placement cell among various others are headed by students themselves with the faculty supervisor acting only as a pillar in see throughing the success of the events organised by individual cells.",Collegedunia,people focused achieving something life concerned campus life however shouldnt case campus life okayish decent dme however lots conferences carnivals functions organised college dme organises aloha annual cultural fest around march lakshya annual sports fest around october alumni meets around february certain functionsthe books journals available library diverse orders placed even every year upgrading intellectual garden classrooms also well equipped working acs repaired working faulty smartboards comfortable seating arrangements college campus offer sports facilities hamper organisation intercollege intracollege sports competitions done sister school dme ie mayoor international school else students travel colleges competitions clubs college like meraki mental health cell ipr cell sports cell cultural cell placement cell among various others headed students faculty supervisor acting pillar see throughing success events organised individual cells,Genuine,0.9382,Positive
CMRCET,4.7,"At CMRCET internship opporthunties are available through college placement cell.The college encourages studnets to start internships from 2nd or 3rd year and many students secure internships during summer breaks. Stipends vary depending on the company the stadard average stipend is 15,000 per month .In few cases higly skilled students in product based may recieve slightly higher stipends. My overall rating would be 8/10 for internship expernice.The college grooms and preapres the students for real time working",Collegedunia,cmrcet internship opporthunties available college placement cellthe college encourages studnets start internships nd rd year many students secure internships summer breaks stipends vary depending company stadard average stipend per month cases higly skilled students product based may recieve slightly higher stipends overall rating would internship expernicethe college grooms preapres students real time working,Genuine,0.6486,Positive
AIMS Institutes Bangalore,5.0,"College provides odc for students that helps to built there career with some experience they provide odc for good hotels like taj leela etc that helps stude To built confidence for future to built there career they conduct practical exams like food and beverage services,food and beverage production, housekeeping,front office theory and practical exams",Collegedunia,college provides odc students helps built career experience provide odc good hotels like taj leela etc helps stude built confidence future built career conduct practical exams like food beverage servicesfood beverage production housekeepingfront office theory practical exams,Genuine,0.9371,Positive
Jinvani Management College Bhojpur,5.0,"1. Fee Structure (Total Academic Course Fees) MBA: ?3,15,000 BBA: ?2,47,000 BCA: ?2,48,000 Hostel: ?75,000 per year (Separate for boys and girls) 2. Merit-Based Scholarships Awarded based on your GD & PI score 3. Financial Assistance Education Loans: Full support for students to obtain loans. Government Schemes: Benefits of the Bihar Student Credit Card (BSCC) are available to all students.",Collegedunia,fee structure total academic course fees mba bba bca hostel per year separate boys girls meritbased scholarships awarded based gd pi score financial assistance education loans full support students obtain loans government schemes benefits bihar student credit card bscc available students,Genuine,0.89,Positive
AIMS Institutes Bangalore,5.0,We have good experienced faculty teaching us and we have practical wher we can learn by using real props and materials we we learn a lot of things and i like production practical where our chef ganesh teaches different kind of cuisines,Collegedunia,good experienced faculty teaching us practical wher learn using real props materials learn lot things like production practical chef ganesh teaches different kind cuisines,Genuine,0.6597,Positive
Oriental University Indore,4.2,"The college provides decent internship opportunities through its placement and training cell. Students get internships in roles like marketing, HR, finance, data entry, and operations, mainly with local firms, startups, and online platforms. Some internships offer stipends ranging from ?5,000â?10,000 per month. The internships focus on practical projects such as market research, sales analysis, report preparation, and basic data handling. These experiences help students gain industry exposure, improve professional skills, and understand real-world work culture.",Collegedunia,college provides decent internship opportunities placement training cell students get internships roles like marketing hr finance data entry operations mainly local firms startups online platforms internships offer stipends ranging â per month internships focus practical projects market research sales analysis report preparation basic data handling experiences help students gain industry exposure improve professional skills understand realworld work culture,Genuine,0.9254,Positive
Indian IHM,3.9,The couse i have applied is bachelor of culinary science In this curriculum the college offered me various cooking methods and cooking insights during the 1st year of the college During 2nd year we wear taught how to open a buisness and turn it into a profitable assets most of the 2nd year curriculum was about that In 3rd year we were have a 6 months internship in various hotels all over the country some were allotted abroad,Collegedunia,couse applied bachelor culinary science curriculum college offered various cooking methods cooking insights st year college nd year wear taught open buisness turn profitable assets nd year curriculum rd year months internship various hotels country allotted abroad,Genuine,0.5574,Positive
NSEC,3.3,mostly from end of third year students start getting campus placements and companies like TCS AND WIPRO HIRE MAJORITY of the students. The average package is 450000 and highest package every year goes upto 9-12 lakhs per annum. I want to go into core Electronics domain for which I am preparing for masters as no core electronics companies come in this college,Collegedunia,mostly end third year students start getting campus placements companies like tcs wipro hire majority students average package highest package every year goes upto lakhs per annum want go core electronics domain preparing masters core electronics companies come college,Genuine,0.1531,Positive
Srinath College of Pharmacy Aurangabad,4.4,Campus life in our college is good and balance along with Academics the college organize annual cultural festival sports events and pharmacy related programs like health awareness campus and pharmacy week celebration this activities help students improve communication skill and teamwork overall the environment is friendly and support you students get opportunities to participate in extra curricular activities while focusing on their studies,Collegedunia,campus life college good balance along academics college organize annual cultural festival sports events pharmacy related programs like health awareness campus pharmacy week celebration activities help students improve communication skill teamwork overall environment friendly support students get opportunities participate extra curricular activities focusing studies,Genuine,0.967,Positive
SAGE University Bhopal,4.8,"The College hosts to events one is Equinox and other is Swarnim that makes a boost to the college life for students. The both the events have been successfull and have a wide range of activities where one can participate. College even has clubs like Rotaract club , Coding Club etc for over-all development and engaging students in vast activities .",Collegedunia,college hosts events one equinox swarnim makes boost college life students events successfull wide range activities one participate college even clubs like rotaract club coding club etc overall development engaging students vast activities,Genuine,0.765,Positive
Delhi Metropolitan Education Noida,4.4,"Faculty is friendly and have a good relationship with students. They are very approachable and helpful. All of the faculty members are good in the course of BAJMC. I personally didn't find any faculty disliked ever. There are class tests, internal exams and external exams along with practicals. If you study the exams are passed easily. Only 3-5% of the students fail to clear the exam.",Collegedunia,faculty friendly good relationship students approachable helpful faculty members good course bajmc personally didnt find faculty disliked ever class tests internal exams external exams along practicals study exams passed easily students fail clear exam,Genuine,0.8709,Positive
Delhi Metropolitan Education Noida,5.0,"DME has to main annual festivals, Aloha and Vritika. They are huge, immense festivals featuring hundreds of events, stalls, participants and competitionss, taking place during February and November respectively. There are many other events as well, such as international research conference ICAN, frequent speaker events and more. There are multiple student societies and clubs featuring sports, debate, production, dance, music, theatre and art.",Collegedunia,dme main annual festivals aloha vritika huge immense festivals featuring hundreds events stalls participants competitionss taking place february november respectively many events well international research conference ican frequent speaker events multiple student societies clubs featuring sports debate production dance music theatre art,Genuine,0.8689,Positive
LJ Institute of Computer Application Ahmedabad,5.0,"i am currently pursing master of Computer Application(MCA) at LJ institute of compuer applications, LJ University. The total duration of the course is 2 year(4 sem).The detailed sem-wise fee structure is as follows: Total course Free is 2,47,000. Sem - 1 : 69,000, Sem 2-4 are 59,000 each. Tuition fee is 54000 per sem with no major fee increase. i pay regular category fees with scholarship of Digital Gujrat which is 20,000 each Year",Collegedunia,currently pursing master computer applicationmca lj institute compuer applications lj university total duration course year semthe detailed semwise fee structure follows total course free sem sem tuition fee per sem major fee increase pay regular category fees scholarship digital gujrat year,Genuine,0.4588,Positive
SRM Easwari,5.0,"I like all my faculties in our Department . Our Beloved HOD sir - Dr.P.Gopi , The best and a very supportive HOD of our department . Other faculties Dr.V.Vinoth , Dr.Paulmar Pushparaj , Dr . Murugu Nachiappan , Dr.P.Sarangapani, Dr.P.Pathmanaban , Dr.G.Sriharan . All the faculty are extremely friendly and they teach very well in and out of the textbook.",Collegedunia,like faculties department beloved hod sir drpgopi best supportive hod department faculties drvvinoth drpaulmar pushparaj dr murugu nachiappan drpsarangapani drppathmanaban drgsriharan faculty extremely friendly teach well textbook,Genuine,0.9544,Positive
RNSIT,3.9,"There are more than 300 faculties. The faculty student relationship is good and they are very much approachable. I liked Rakesh sir who took physics in 1st semester. He was also our class teacher. He tecahes really well and also a very good hearted person. I also liked Vaibhavi mam who takes math , she teaches really well. Also Dr Jeevananda ( chemistry HOD) is a very well experienced teacher who has lot of knowledge. He is very inspiring. Anu mathews mam she is also very good teacher when it comes to technical subject like python She thought it in vert practical way by showing us eacha and every error and Dr Bharath who handles CAED is also very good at teaching. These are the teachers I liked as of now ( 1st year). Nothing like I disliked any teacher but I was not okay with a mam who handled C programming, she used to rush out the ppt slides and waste time at the end of class, this happened every time of which I am not okay with. There will be 2 internal assessments per semester and one final exam per semester. The syllabus follows VTU guidelines and it's good.",Collegedunia,faculties faculty student relationship good much approachable liked rakesh sir took physics st semester also class teacher tecahes really well also good hearted person also liked vaibhavi mam takes math teaches really well also dr jeevananda chemistry hod well experienced teacher lot knowledge inspiring anu mathews mam also good teacher comes technical subject like python thought vert practical way showing us eacha every error dr bharath handles caed also good teaching teachers liked st year nothing like disliked teacher okay mam handled c programming used rush ppt slides waste time end class happened every time okay internal assessments per semester one final exam per semester syllabus follows vtu guidelines good,Genuine,0.9255,Positive
Shree Swami Atmanand Saraswati Institute of Technology Surat,3.5,"Bechlors of engineering fees for me is 73000 per year, but for they have increased fees around 80300 for newer addmissions. Apart from that thier is another fees for library and extra activities which is 7000 for me but, its refundable after the completion of program. fees for all categories students is same. thier is multiple scholarships available for students but they are not provided by collage its provided by gujrat goverment and other organizations but admin staff provides documents and guide for apply and get scholerships as per my knowledge the major scholarships one student can get is TFWS quota it has only 6 seats in program and students will get 100 free education who are eligable while gettting admission then students who got more than 80% in 12th get 50000 or 50% scholarship per year then every student get digital gujrat 20000 scholership",Collegedunia,bechlors engineering fees per year increased fees around newer addmissions apart thier another fees library extra activities refundable completion program fees categories students thier multiple scholarships available students provided collage provided gujrat goverment organizations admin staff provides documents guide apply get scholerships per knowledge major scholarships one student get tfws quota seats program students get free education eligable gettting admission students got th get scholarship per year every student get digital gujrat scholership,Genuine,0.7964,Positive
AIMS Institutes Bangalore,4.7,"We celebrate Ganesha and Basant Panchami along with farewell and freshers day The library gives us wide range of books of every department of different authors The college provides us with a sports and gym room and we participate in various inter and intra competitions Yes there are various groups clubs formed in our college related to HR, marketing and also rotary clubs",Collegedunia,celebrate ganesha basant panchami along farewell freshers day library gives us wide range books every department different authors college provides us sports gym room participate various inter intra competitions yes various groups clubs formed college related hr marketing also rotary clubs,Genuine,0.7506,Positive
AIMS Institutes Bangalore,3.8,"Campus life is good and enjoyable. The college conducts cultureal events where participate in food festivals, competitions, sports and cultural programs.many more. The library has a good collection of hospitality books and other courses also there, in our course we have two clubs gourmet (production and service) and astra club (housekeeping and front office) and I our college we have Rotaract club also and many more",Collegedunia,campus life good enjoyable college conducts cultureal events participate food festivals competitions sports cultural programsmany library good collection hospitality books courses also course two clubs gourmet production service astra club housekeeping front office college rotaract club also many,Genuine,0.8807,Positive
LJ University,3.6,The placement of our college is good well managed by cordinator and head sir whoes under placement cell is under 30% of students are placed rest 35% placed at office campus and the remaining has still didnot get placed but faculty are helping them to get placed as soon as possible while helping them telling what should they must improve,Collegedunia,placement college good well managed cordinator head sir whoes placement cell students placed rest placed office campus remaining still didnot get placed faculty helping get placed soon possible helping telling must improve,Genuine,0.899,Positive
Alva's Institute of Engineering and Technology Mangalore,4.5,Chosen the be in computer science and engineering with specialisation iot and cyber security including blocks in technology since I am very interested in cyber security cyber security in iot devices and build real world projects based on the iot devices and sensors,Collegedunia,chosen computer science engineering specialisation iot cyber security including blocks technology since interested cyber security cyber security iot devices build real world projects based iot devices sensors,Genuine,0.807,Positive
SAGE University Bhopal,4.0,"I belong to the general category and have paid ?140000 in first year and 125000 in 2 nd , 3rd and 4th year . Total course fess amount to 515000 My batchmates from ST/SC Category paid approximately 35000 to 50000 per year after scholarships reimbursement",Collegedunia,belong general category paid first year nd rd th year total course fess amount batchmates stsc category paid approximately per year scholarships reimbursement,Genuine,0.0,Neutral
SAGE University Bhopal,3.3,fees is slightly high and about my bacth mates there fees vary according to scolarship and lead courses. About scholarship we are provided by government scholarship like pms scholarship . other cast like st and sc are provided with scholarship and there fees is less as compared and sill gets more scholarship by government..,Collegedunia,fees slightly high bacth mates fees vary according scolarship lead courses scholarship provided government scholarship like pms scholarship cast like st sc provided scholarship fees less compared sill gets scholarship government,Genuine,0.6124,Positive
Sanskriti University Mathura,3.9,"When I first took admission in the BPT course at Sanskriti University, I remember sitting with my parents and carefully noting down every single fee detail. For the General category, the tuition fee was around 90,000 per year, but the first year felt a little heavier because along with tuition, we had to pay admission and registration charges (around 10,000â20,000), a refundable caution fee of about 5,000, and some compulsory charges like exam fees, lab fees, and student activity feesWhat I noticed among my batchmates was that students from SC/ST and some OBC categories were relieved because many of them applied for government scholarship or fee reimbursement schemes. Initially, they also paid some basic charges, but later a major portion of their tuition was reimbursed, which reduced their financial burden a lot.",Collegedunia,first took admission bpt course sanskriti university remember sitting parents carefully noting every single fee detail general category tuition fee around per year first year felt little heavier along tuition pay admission registration charges around â refundable caution fee compulsory charges like exam fees lab fees student activity feeswhat noticed among batchmates students scst obc categories relieved many applied government scholarship fee reimbursement schemes initially also paid basic charges later major portion tuition reimbursed reduced financial burden lot,Genuine,-0.6705,Negative
JIMS Kalkaji,1.3,"My campus life is not that great as I previously mentioned that the campus is very small. Recently a fest called Zest was conducted which included many competitions and a cultural fest. There are also a lot of books and journals available in the library but a lot of them are quite outdated. Classrooms are well equipped with infra but lack extension chords for charging laptops. Most importantly, the labs are very small, having a capacity of only 30 students. So the PGDM students cannot go to the labs and have to bring their own laptops everyday as our class size is of 60 students. Sports and extra curricular activities are also conducted from time to time, but student run clubs are very low on activities.",Collegedunia,campus life great previously mentioned campus small recently fest called zest conducted included many competitions cultural fest also lot books journals available library lot quite outdated classrooms well equipped infra lack extension chords charging laptops importantly labs small capacity students pgdm students cannot go labs bring laptops everyday class size students sports extra curricular activities also conducted time time student run clubs low activities,Fake,-0.284,Negative
AIMS Institutes Bangalore,4.9,The faculty are very kind hearted and generous and try to help the students in any kind of doubts or difficulties in the career of hotel management The faculty who I like the most is Ganesh chef The chef is highly skilled and has a very unique talent of cooking which makes him a special person and his coordination with the students as fantastic There is no such faculty that I didn't like all the faculty members are very good and generous to the students The exams are gradually easy but you have to study and the things which the teacher teachers if you study those you can easily for the exam because the teachers are highly skilled and no what will come for the exam so the revise it and the prepare us to write the exams in a positive manner,Collegedunia,faculty kind hearted generous try help students kind doubts difficulties career hotel management faculty like ganesh chef chef highly skilled unique talent cooking makes special person coordination students fantastic faculty didnt like faculty members good generous students exams gradually easy study things teacher teachers study easily exam teachers highly skilled come exam revise prepare us write exams positive manner,Genuine,0.9676,Positive
VGEC,4.3,"Yearly Tuition Fess - 3300 rupees for Boys and For girls it will be very less. Then exam fees will be 1700 rupees and 300 rupees was also for affiliation fees by university . so roughly fess will be around 6 to 7.5k rupees. admission fees we have given was also 300 rupees for acpc counselling and for TFWS students(tuition fee waiver scheme) tuition fee was deducted. And for merit based there was one scholarship named Digital Gujarat scholarship which was given around 10k rupees every year which covers our extra expenses on books, lab equipments,etc. Students who does not get fail in any semsters will get scholarship and these scholarship was for EWC , OBC/SEBC , SC and ST caste.",Collegedunia,yearly tuition fess rupees boys girls less exam fees rupees rupees also affiliation fees university roughly fess around k rupees admission fees given also rupees acpc counselling tfws studentstuition fee waiver scheme tuition fee deducted merit based one scholarship named digital gujarat scholarship given around k rupees every year covers extra expenses books lab equipmentsetc students get fail semsters get scholarship scholarship ewc obcsebc sc st caste,Genuine,0.6858,Positive
Berhampur University,2.9,"The fees at Berhampur University generally remain stable. Since it is a government regulated university, there is no regular yearly fee hike like private colleges. Changes happen only if the state government revises the structure, which is rare, so students admitted in a batch typically pay almost the same amount throughout the two years. The addmission amount for M.sc Electronic is 8212(1st year) 1612( 2nd year) Each semester fee around (1000 to 1500) One time seminar fee (1000 to 2000) For hostel 20000 to 22000 for 2 year (meal not include) Mess food par meal 35 rupees/- In a month compulsory 40 meal (1400 to 2100)",Collegedunia,fees berhampur university generally remain stable since government regulated university regular yearly fee hike like private colleges changes happen state government revises structure rare students admitted batch typically pay almost amount throughout two years addmission amount msc electronic st year nd year semester fee around one time seminar fee hostel year meal include mess food par meal rupees month compulsory meal,Genuine,0.5978,Positive
KPRIET,4.6,"my Overall experience has been Poitive and balance. The college conduct both technical and non technical events and the college fest it was usually in feb-mar which include Symposiums, tech nad non tech events,cultural event DJ nights etc The library provides a good collection of tet books, refernce books,journals and digital computers the classroom are well equipeed with Projectors, smart boards and WiFi. there ar e so many sports,NCC,NSS,IEEE and technical and non technical club laso there",Collegedunia,overall experience poitive balance college conduct technical non technical events college fest usually febmar include symposiums tech nad non tech eventscultural event dj nights etc library provides good collection tet books refernce booksjournals digital computers classroom well equipeed projectors smart boards wifi ar e many sportsnccnssieee technical non technical club laso,Genuine,0.7717,Positive
IGNOU,4.0,I would read the IGNOU courses curriculum has good in terms of relevance and comprehensiveness the syllabus is well structured and design for distance learning with study material explain concept clearly and support service study this flexibility and affordability for the main reason I choose this course the curriculum provides are strong theoretical foundation and is useful for father studies as well as basic professional knowledge how ever Addy more practical exposure life internet is session and update industrial oriented content could make the course even better IGNOU conductor and examination twice a year along with compulsory assignment that contribute to the final marks the exam schedule is convenient and difficulty level is moderates student to follow the study materials and cement on the time can clear the exam without much difficulty or all the curriculum is student friendly relevant and su suitable for learner who prefer flexible higher education while managing other responsibilities.,Collegedunia,would read ignou courses curriculum good terms relevance comprehensiveness syllabus well structured design distance learning study material explain concept clearly support service study flexibility affordability main reason choose course curriculum provides strong theoretical foundation useful father studies well basic professional knowledge ever addy practical exposure life internet session update industrial oriented content could make course even better ignou conductor examination twice year along compulsory assignment contribute final marks exam schedule convenient difficulty level moderates student follow study materials cement time clear exam without much difficulty curriculum student friendly relevant su suitable learner prefer flexible higher education managing responsibilities,Genuine,0.9757,Positive
Delhi Metropolitan Education Noida,4.6,Business is needed for every field and this institution provide hand in experience along with the course study to students to excel in their career Numerous courses like six sigma belt Data analytics Soft skills and management And professional image and Management That contributes in real life beneficiary of child Value added courses and chance of getting into IIM for competition and college participation,Collegedunia,business needed every field institution provide hand experience along course study students excel career numerous courses like six sigma belt data analytics soft skills management professional image management contributes real life beneficiary child value added courses chance getting iim competition college participation,Genuine,0.9349,Positive
NSUT,4.3,"I choosed this course not on the basis of curriculum but on the basis of outcomes. Curriculum is old and not real world based, professors also have limited knowledge. Course Curriculum should be made more advanced and professors should be trained well.",Collegedunia,choosed course basis curriculum basis outcomes curriculum old real world based professors also limited knowledge course curriculum made advanced professors trained well,Genuine,0.5006,Positive
DDU,4.4,"DDUGU did not held any technical fests but A 9-day book fair held every year in early November at the university campus.Computers with internet access for research and study.Online databases and digital learning resources.Workshops (like. on research tools, online platforms like Manupatra).Indoor games (Table Tennis, Judo, Taekwondo, Yoga).Outdoor fields for Football, Cricket, Volleyball. I don't know more about social groups r student portals. But i enjoyed very much my campus life",Collegedunia,ddugu held technical fests day book fair held every year early november university campuscomputers internet access research studyonline databases digital learning resourcesworkshops like research tools online platforms like manupatraindoor games table tennis judo taekwondo yogaoutdoor fields football cricket volleyball dont know social groups r student portals enjoyed much campus life,Genuine,0.8922,Positive
ISME,5.0,The course subjects are very relevant and the ACCA course is partnered with ISTC. The faculty is outsourced for ACCA. The curriculum prepares you for the real corporate world and prepares you for their expectations and tasks There is no area for improvement as everything is as per requirements.,Collegedunia,course subjects relevant acca course partnered istc faculty outsourced acca curriculum prepares real corporate world prepares expectations tasks area improvement everything per requirements,Genuine,0.2023,Positive
ISME,4.7,"The infrastructure is good, classrooms maintained which helps a student focus and have the will to attend college and study. The college focuses on diversity and celebrates all festivals and cultures, respecting people from all backgrounds. From Holi and Diwali to Christmas. The college also hosts CIM, TedX and many guest lectures. The college provides labs for the BCA students with a 100+ computers aiming for effectiveness. Sports activities ranging from swimming, basketball to table tennis is encouraged. People with individual interests are encouraged to take part and excel. ISME supports the Student Development Council who help the students and reach out personally in multiple fields from technical,cultural and sports.",Collegedunia,infrastructure good classrooms maintained helps student focus attend college study college focuses diversity celebrates festivals cultures respecting people backgrounds holi diwali christmas college also hosts cim tedx many guest lectures college provides labs bca students computers aiming effectiveness sports activities ranging swimming basketball table tennis encouraged people individual interests encouraged take part excel isme supports student development council help students reach personally multiple fields technicalcultural sports,Genuine,0.9803,Positive
ISME,3.1,"My overall experience with campus life has been enriching and well-balanced, offering both academic growth and vibrant social engagement. The campus environment encourages students to participate actively in cultural, technical, and extracurricular activities, which helps in building confidence, teamwork, and leadership skills. One of the highlights of campus life is the annual and technical festivals. Our annual cultural fest, [buzibuzz], is usually held in [Marvh], and it includes music performances, dance competitions, fashion shows, drama, and literary events. It brings together students from different departments and even other colleges, creating a lively and energetic atmosphere. The technical fest , focuses on innovation and knowledge-sharing through workshops, hackathons, paper presentations, coding contests, robotics events, and guest lectures by industry experts. These festivals not only provide entertainment but also enhance practical learning and networking opportunities.",Collegedunia,overall experience campus life enriching wellbalanced offering academic growth vibrant social engagement campus environment encourages students participate actively cultural technical extracurricular activities helps building confidence teamwork leadership skills one highlights campus life annual technical festivals annual cultural fest buzibuzz usually held marvh includes music performances dance competitions fashion shows drama literary events brings together students different departments even colleges creating lively energetic atmosphere technical fest focuses innovation knowledgesharing workshops hackathons paper presentations coding contests robotics events guest lectures industry experts festivals provide entertainment also enhance practical learning networking opportunities,Genuine,0.9589,Positive
Invertis Institute of Engineering and Technology Bareilly,3.9,"The fee of the B.Tech in Computer Science and Engineering is 100000 per year and a examination fee 6000 per year and 300 per year for insurance and one time fee for uniform and stationary is 6000 and 1700 respectively. the fee is so much affordable as compared to any other private university in india, My reason to take admission in it also contains the fee affordability. And in it Up goverment also provides scholarship for students of up And national scholarship is also applied in it and the university also provides discount in first year on based of merit. and the hostel fee of the university also so much affordable and the facility of the hostel is so much good the fee is about 65000 per year for four occupancy room",Collegedunia,fee btech computer science engineering per year examination fee per year per year insurance one time fee uniform stationary respectively fee much affordable compared private university india reason take admission also contains fee affordability goverment also provides scholarship students national scholarship also applied university also provides discount first year based merit hostel fee university also much affordable facility hostel much good fee per year four occupancy room,Genuine,0.8115,Positive
CET Trivandrum,4.6,"It's a government college so the fees are decided by the government for each semester. During my course time the first semester fees is around 10000 and second semester fees is around 5000. The odd semester fees is higher than the even semester fees. Overallthe annual fees is around 15000, excluding the exam fees.The exam fees is approximately 2500 to 3000. There are also many scholarship avilable, such as scholarship such as E-grants , scholarship from SBI and GATE stipend. GATE qualified students get 12000 per month as stipend",Collegedunia,government college fees decided government semester course time first semester fees around second semester fees around odd semester fees higher even semester fees overallthe annual fees around excluding exam feesthe exam fees approximately also many scholarship avilable scholarship egrants scholarship sbi gate stipend gate qualified students get per month stipend,Genuine,-0.3182,Negative
SSIPMT,4.0,"FacultyâStudent Ratio: Approx. to 1:25. Most faculty members are qualified (M.Tech/PhD) and experienced. Includes theory subjects, practical labs, mini-projects, and majoLiked faculties who explain concepts clearly and give practical examples. r project in final year.",Collegedunia,facultyâstudent ratio approx faculty members qualified mtechphd experienced includes theory subjects practical labs miniprojects majoliked faculties explain concepts clearly give practical examples r project final year,Genuine,0.4019,Positive
K.R. Mangalam University Gurugram,3.7,"My overall experience with the university is positive. The campus environment is friendly and socially active with students from different backgrounds interacting freely. The university organises annual cultural fests and tech events usually held during the spring sem , where students participate in competition, performances , hackathons and workshops. There are various students club which students can join these clubs helps students build communication skills , leadership quality and teamwork.",Collegedunia,overall experience university positive campus environment friendly socially active students different backgrounds interacting freely university organises annual cultural fests tech events usually held spring sem students participate competition performances hackathons workshops various students club students join clubs helps students build communication skills leadership quality teamwork,Genuine,0.9451,Positive
SSIPMT,4.9,"1 faculty is there for 25 students.They proper take care us boost our energy and they are very friendly.I like all facilities there is no one whom I don't like some are very friendly and some are like our parents strict but they want to make our future bright and want that we can grew up independent.There are 3 exam CT1 ,CT 2 and End sem exam ,Exam are moderate for us because if we study hard then our exam is very easy for us and the questions are come from question banks only the faculty provide us . We don't have to suffer from any loss",Collegedunia,faculty studentsthey proper take care us boost energy friendlyi like facilities one dont like friendly like parents strict want make future bright want grew independentthere exam ct ct end sem exam exam moderate us study hard exam easy us questions come question banks faculty provide us dont suffer loss,Genuine,0.9588,Positive
